ID,JUDUL MASAKAN,BAHAN,NAMA DAERAH
192,tempe bacem bumbu kari,"(air, daun jeruk, daun salam, jeruk nipis, minyak, tempe)",jawa
193,krengsengan bekicot,"(bawang putih, bekicot, cabai merah, cabe rawit, daun jeruk, garam, gula, gula merah, jahe, jeruk nipis, kecap, penyedap rasa)",jawa
194,mangut lele kemangi,"(bawang putih, cabai merah, cabe rawit, daun jeruk, daun salam, ikan, jeruk nipis, kemiri, kencur, kunyit, lengkuas, serai)",jawa
195,ayam goreng ungkep bumbu bacem,"(air, air kelapa, bawang putih, daging ayam, daun salam, gula, gula merah, jeruk nipis, kecap, kelapa, lada, lengkuas, teh)",jawa
196,gudeg tanpa daun jati,"(daging sapi, daun jeruk, daun salam, garam, gula, gula jawa, jeruk nipis, kelapa, lengkuas, nangka, santan, serai, teh, telur)",jawa
197,aremarem lontong isi sayur,"(air, beras, daging ayam, daun bawang, daun salam, garam, kelapa, kentang, minyak, penyedap rasa, santan, wortel)",jawa
198,oseng daging mercon khas jogjakarta,"(air, asam, cabai merah, cabe rawit, daging sapi, daun jeruk, daun salam, garam, gula, jeruk nipis, kecap, laos, penyedap rasa, serai)",jawa
199,bacem paru sapi,"(air, asam, bawang putih, daging ayam, daging sapi, daun salam, garam, gula, gula merah, kecap, ketumbar, minyak, serai, teh)",jawa
200,gudeg kering khas jogja pake daun jati,"(bawang putih, daun jati, daun salam, gula, gula merah, kelapa, kemiri, ketumbar, lengkuas, nangka, santan, telur)",jawa
201,ayam bacem bakar,"(bawang putih, cabai merah, daging ayam, daun salam, jahe, kemiri, ketumbar, kunyit, lengkuas, merica, serai)",jawa
202,krengsengan ayam kentang,"(bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, daun salam, jeruk nipis, kentang, lengkuas, serai)",jawa
203,telur bacem manis,"(air, bawang putih, daging ayam, daun salam, garam, gula, gula aren, kecap, ketumbar, lengkuas, telur)",jawa
204,tempe gembus bacem,"(air, cabai merah, cabe rawit, daun salam, garam, gula, gula merah, kecap, lada, merica, penyedap rasa, tempe)",jawa
205,mangut ikan lele khas jogja,"(bawang putih, cabai merah, daun salam, garam, ikan, jahe, jeruk nipis, kelapa, kemiri, kunyit, lengkuas, santan)",jawa
206,manggut ikan lele khas yogyakarta,"(cabai merah, daun salam, garam, ikan, kelapa, kemangi, kencur, kunyit, minyak, penyedap rasa, santan, serai)",jawa
207,gulai ayam jogja gulai sayap ayam,"(bawang putih, cengkeh, daging ayam, jahe, jintan, kapulaga, kayu manis, kemiri, ketumbar, kunyit, lada)",jawa
208,gudeg solo,"(bawang putih, daun jati, daun salam, garam, gula, gula merah, kelapa, lengkuas, nangka, penyedap rasa, santan, telur)",jawa
209,mi dok dok ala burjo jogja,"(bawang putih, cabai merah, cabe rawit, caisin, mie)",jawa
210,mangut lele goreng,"(bawang putih, cabai hijau, cabai merah, cabe rawit, ikan, jahe, kelapa, kemiri, kencur, kunyit, santan, tomat)",jawa
211,mangut lele,"(cabai merah, cabe rawit, daun jeruk, daun salam, garam, gula, gula merah, ikan, jeruk nipis, kelapa, laos, penyedap rasa, pete, santan, serai, tomat)",jawa
212,mangut lele,"(air, cabai merah, cabe rawit, daun salam, garam, ikan, jamur, kaldu jamur, kelapa, kemangi, lengkuas, minyak, santan, tomat)",jawa
213,mie ayam jogja,"(air, daging ayam, daun bawang, garam, kecap, mie, minyak, penyedap rasa)",jawa
214,mangut lele terong batik,"(air, bawang putih, cabai merah, cabe rawit, garam, gula, gula merah, ikan, jahe, kelapa, kencur, kunyit, minyak, palem, penyedap rasa, santan, terong)",jawa
215,arem arem,"(air, beras, daun bawang, daun pisang, daun salam, garam, kelapa, kentang, lada, pisang, santan, serai, wortel)",jawa
216,meal prep ll tahu tempe bacem,"(air, asam, bawang putih, daun salam, gula, gula merah, ketumbar, lengkuas, tahu, tempe)",jawa
217,bacem ati ampela ayam,"(air, bawang putih, daging ayam, daun jeruk, daun salam, daun serai, garam, gula, gula merah, jahe, jeruk nipis, ketumbar, serai)",jawa
218,tempe bacem,"(air, air kelapa, bawang putih, daun salam, garam, gula, gula merah, kecap, kelapa, ketumbar, lengkuas, minyak, tempe)",jawa
219,tempe bacem ala fitri sasmaya,"(air, tempe)",jawa
220,mangut lele khas yogyakarta,"(bawang putih, cabai merah, cabe rawit, daun jeruk, daun salam, ikan, jeruk nipis, kelapa, kemangi, lengkuas, minyak, santan, serai)",jawa
221,ayam goreng bacem,"(air, air asam, air kelapa, asam, bawang putih, daging ayam, daun salam, gula, gula merah, kecap, kecap asin, kelapa, lengkuas, serai, tomat)",jawa
222,meal prep bacem tempe tahu,"(air, air kelapa, asam, bawang putih, daun salam, gula, gula merah, kecap, kelapa, ketumbar, lengkuas, tahu, tempe)",jawa
223,ayam kalasan,"(air, air kelapa, bawang putih, daging ayam, daun salam, garam, jahe, jeruk nipis, kelapa, kemiri, ketumbar, kunyit, lengkuas)",jawa
224,ayam goreng bacem,"(air, air asam, air kelapa, asam, bawang putih, daging ayam, daun salam, gula, gula merah, kecap, kecap asin, kelapa, lengkuas, serai, tomat)",jawa
225,wedang semlo khas yogyakarta,"(air, gula, gula merah, jahe, kayu manis, lemon, pisang)",jawa
226,tempe tahu bacem,"(air, air kelapa, asam, bawang putih, daun salam, kelapa, ketumbar, lengkuas, serai, tahu, teh, tempe)",jawa
227,tahu tempe bacem,"(air, bawang putih, daun salam, garam, gula, gula aren, gula merah, kecap, ketumbar, lengkuas, tahu, tempe)",jawa
228,mangut ikan lele,"(bawang putih, cabai hijau, cabai merah, daun jeruk, daun salam, ikan, jeruk nipis, kelapa, kemiri, kencur, lengkuas, santan, serai)",jawa
229,baceman bawang putih,"(bawang putih, kemiri, minyak, wijen)",jawa
230,meal prep tahu tempe bacem,"(air, asam, bawang putih, daun salam, garam, gula, gula merah, kecap, ketumbar, lengkuas, tahu, tempe)",jawa
231,tahu tempe bacem,"(air, asam, bawang putih, daun salam, garam, gula, kecap, ketumbar, lengkuas, tahu, tempe)",jawa
232,tempe bacem meal prep,"(air, air kelapa, bawang putih, daun salam, gula, gula merah, kelapa, kemiri, serai, tahu, tempe)",jawa
233,ayam bacem,"(air, asam, bawang putih, daging ayam, daun jeruk, daun salam, garam, gula, jeruk nipis, kemiri, ketumbar, kunyit, tomat)",jawa
234,tempe tahu bacem khas jogja,"(air, bawang putih, daun salam, garam, gula, gula merah, kecap, ketumbar, lengkuas, tahu, tempe)",jawa
235,baceman praktis,"(bawang putih, daun salam, garam, gula, gula merah, ketumbar, tahu, telur, tempe)",jawa
236,ayam kalasan non msg stock frozen,"(air, air kelapa, bawang putih, daging ayam, daun salam, garam, gula, gula aren, kecap, kelapa, kemiri, ketumbar, lengkuas)",jawa
237,ayam bakar kalasan,"(air, air kelapa, bawang putih, daging ayam, daun jeruk, daun salam, gula, gula merah, jeruk nipis, kelapa, kemiri, ketumbar, lengkuas, serai)",jawa
238,tahu bacem tanpa kecap,"(air, air kelapa, bawang putih, daun salam, garam, gula, gula merah, kelapa, ketumbar, lengkuas, tahu)",jawa
239,ayam bacem,"(air, air kelapa, asam, bawang putih, daging ayam, daun salam, garam, gula, gula merah, jeruk nipis, kelapa, ketumbar, lengkuas)",jawa
240,bacem tahu tempe,"(air, daun salam, garam, gula, gula jawa, kecap, ketumbar, lengkuas, tahu, tempe, tomat)",jawa
241,tahu bacem panggang mealprep,"(air, air kelapa, bawang putih, garam, gula, gula merah, kecap, kelapa, ketumbar, lada, lengkuas, penyedap rasa, saos, saos tiram, tahu)",jawa
242,ayam dan tahu bacem,"(air, air kelapa, bawang putih, coklat, daging ayam, daun salam, jahe, jintan, kelapa, kemiri, ketumbar, kunyit, tahu)",jawa
243,baceman tahu tempe,"(air, bawang putih, daun jeruk, daun salam, gula, gula merah, jahe, jeruk nipis, kecap, kemiri, lengkuas, tahu, tempe)",jawa
244,tempe bacem,"(asam, bawang putih, gula, gula merah, kecap, ketumbar, laos, tempe)",jawa
245,tahu tempe bacem,"(air, air asam, air kelapa, asam, bawang putih, daun salam, garam, gula, gula merah, kecap, kelapa, ketumbar, lengkuas, tahu, tempe)",jawa
246,tempe gembus dan tahu bacem,"(air, anggur, bawang bombay, bawang putih, daun salam, garam, hazelnut, kemiri, ketumbar, lada, lengkuas, tahu, tempe)",jawa
247,ayam bacem praktis,"(air, air kelapa, daging ayam, garam, gula, gula jawa, gula merah, kelapa, lada, penyedap rasa, santan)",jawa
248,tahu tempe bacem,"(air, air asam, air kelapa, asam, bawang putih, daun salam, garam, kecap, kelapa, lengkuas, minyak, penyedap rasa, tahu, tempe)",jawa
249,lotek kembang turi khas imogiri yogyakarta,"(bawang putih, bayam, bunga turi, cabai merah, cabe rawit, daun jeruk, garam, gula, gula merah, jeruk nipis, kacang tanah, kencur, tauge, terasi)",jawa
250,krengsengan ayam,"(bawang putih, cabai merah, daging ayam, daun bawang, daun jeruk, garam, gula, jahe, jeruk nipis, kecap, kemiri, penyedap rasa)",jawa
251,garlic in oil baceman bawang putih,"(bawang putih, minyak)",jawa
252,tempe tahu ayam bacem,"(tahu, tempe)",jawa
253,meal prep ayam bacem frozen langsung goreng dan krispi,"(air, air kelapa, bawang putih, daging ayam, daun salam, garam, gula, gula merah, kelapa, ketumbar, kunyit, lengkuas, minyak, teh, tepung terigu)",jawa
254,mie lethek nyemek for mpasi,"(air, bawang putih, daging ayam, daun bawang, kecap, kecap asin, kol, kubis, mie, minyak, telur)",jawa
255,ayam kalasan ungkep,"(air, air kelapa, bawang putih, daging ayam, garam, gula, gula jawa, kecap, kelapa, lada, lengkuas)",jawa
256,tempe bacem,"(air, air kelapa, bawang putih, daun salam, garam, gula, gula merah, kecap, kelapa, ketumbar, lengkuas, tempe)",jawa
257,ayam kalasan ungkep,"(air, air kelapa, bawang putih, daging ayam, daun jeruk, daun salam, garam, gula, gula jawa, gula merah, jeruk nipis, kecap, kelapa, merica, tahu, teh)",jawa
258,krengsengan ati ampela,"(bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, garam, gula, jeruk nipis, kecap, lengkuas, penyedap rasa, serai)",jawa
259,ayam ungkep kalasan,"(air, air kelapa, bawang putih, daging ayam, daun jeruk, daun salam, garam, gula, gula merah, jahe, jeruk nipis, kecap, kelapa, kemiri, serai)",jawa
260,ayam tahu tempe bacem,"(air, air asam, air kelapa, asam, bawang putih, daging ayam, gula, gula merah, kecap, kelapa, kemiri, ketumbar, penyedap rasa, tahu, tempe)",jawa
261,ayam goreng santan bumbu kalasan,"(air, daging ayam, daun jeruk, daun salam, jeruk nipis, jeruk purut, kelapa, minyak, santan, serai)",jawa
262,tahu tempe bacem,"(air, asam, bawang putih, daun salam, gula, gula merah, kemiri, ketumbar, lengkuas, tahu, tempe)",jawa
263,lumpia ala samiasih yogyakarta,"(bawang putih, bengkoang, daging ayam, daun salam, garam, gula, gula merah, lengkuas, minyak, penyedap rasa, tauge, teh, telur, telur puyuh, tepung terigu, wortel)",jawa
264,meal prep frozen tempe bacem,"(air, bawang putih, daun salam, garam, gula, gula merah, kecap, kemiri, ketumbar, penyedap rasa, tempe)",jawa
265,tahu tempe bacem,"(air, bawang putih, daun salam, garam, gula, gula merah, kecap, ketumbar, lengkuas, penyedap rasa, tahu, tempe)",jawa
266,gudeg bunga pisang ato jantung pisang,"(bawang putih, daun salam, garam, gula, gula jawa, jamur, kaldu jamur, kemiri, ketumbar, laos, pisang, serai)",jawa
267,tahu tempe bacem,"(air, air kelapa, asam, bawang putih, daun salam, garam, gula, gula merah, kelapa, ketumbar, lengkuas, tempe)",jawa
268,ayam bakar kalasan,"(air, daging ayam, garam, gula, gula merah, jeruk nipis, kecap, kelapa, penyedap rasa, santan)",jawa
269,ayam kalasan stok frozen bisa digorengdibakar,"(bawang putih, daging ayam, daun salam, gula, gula merah, jahe, kemiri, ketumbar, lengkuas, merica, penyedap rasa, serai)",jawa
270,tempe bacem mealpreppraktis,"(air, air kelapa, asam, bawang putih, daun salam, garam, gula, gula merah, kelapa, ketumbar, laos, tempe)",jawa
271,tahu bacem mealpreppraktis,"(air, air kelapa, asam, bawang putih, daun salam, garam, gula, gula merah, kecap, kelapa, ketumbar, laos, tahu)",jawa
272,ayam kalasan bumbu instan,"(air, daging ayam)",jawa
273,mangut lele pedas,"(air, bawang putih, cabai merah, cabe rawit, daun jeruk, daun kemangi, gula, ikan, jeruk nipis, kelapa, kemangi, minyak, penyedap rasa, santan, serai)",jawa
274,ayam ungkep kalasan,"(air, air kelapa, bawang putih, daging ayam, daun salam, garam, gula, gula merah, jeruk nipis, kecap, kelapa, merica, penyedap rasa)",jawa
275,gudeg manggar bunga kelapa,"(daging ayam, daun jeruk, daun salam, garam, gula, gula merah, jeruk nipis, kelapa, lengkuas, manggar, penyedap rasa, santan, serai, telur)",jawa
276,tahu tempe bacem,"(air, air kelapa, daun jeruk, daun salam, jeruk nipis, kelapa, lengkuas, serai, tahu, tempe)",jawa
277,kicik daging sapi yogyakarta,"(air, bawang putih, daging ayam, daging sapi, daun salam, garam, gula, gula merah, ketumbar, lengkuas, merica, telur)",jawa
278,bacem tahu tempe gas,"(asam, bawang putih, cabai merah, daun salam, garam, gula, gula jawa, kecap, ketumbar, lengkuas, penyedap rasa, tahu, tempe)",jawa
279,baceman bawang merah,"(air, minyak, udang, wijen)",jawa
280,soto ceker ala kadipiro jogja,"(bawang putih, bihun, cengkeh, daging ayam, daun jeruk, daun salam, jeruk nipis, kapulaga, kayu manis, kunyit, lada, serai)",jawa
281,soto bathok yogyakarta,"(bawang putih, bihun, daging ayam, garam, gula, kemiri, ketumbar, kol, merica, penyedap rasa, tauge, wortel)",jawa
282,soto lenthok wonosari gunungkidul,"(bawang putih, garam, kemiri, ketumbar, kunyit, lada, minyak, penyedap rasa, ubi)",jawa
283,soto jogja ala zuniatul,"(air, bawang putih, daging ayam, garam, gula, jahe, kencur, ketumbar, kunci, kunyit, minyak)",jawa
284,mangut lele,"(bawang putih, cabai merah, cabe rawit, daun jeruk, daun kemangi, daun salam, garam, gula, ikan, jeruk nipis, kelapa, kemangi, santan, serai, tomat)",jawa
285,tahu tempe bacem,"(tahu, tempe)",jawa
286,tempe bacem tanpa air kelapa,"(air, asam, bawang putih, daun salam, garam, gula, gula merah, lengkuas, tempe)",jawa
287,soto lenthok khas jogja,"(bawang putih, bihun, daging ayam, daun jeruk, daun salam, daun serai, garam, gula, jeruk nipis, kemiri, ketumbar, kol, penyedap rasa, serai)",jawa
288,soto bening jogja,"(bawang putih, daun jeruk, daun salam, gula, jeruk nipis, kemiri, ketumbar, lada, lengkuas, penyedap rasa, serai)",jawa
289,apem jogjakarta aka khamir samir,"(air, beras, daging ayam, garam, gula, kelapa, minyak, ragi, santan, telur, tepung beras, tepung terigu, ubi)",jawa
290,krengsengan daging sapi,"(bawang putih, cabai merah, cabe rawit, daging sapi, daun salam, garam, jahe, kecap, lada, lengkuas, penyedap rasa)",jawa
291,sayur loncom,"(bawang putih, daging sapi, daun bawang, garam, lada, oyong, penyedap rasa, seledri, telur, telur puyuh, wortel)",jawa
292,ayam kalasan,"(air, daging ayam, garam, jamur, jeruk nipis, kaldu jamur, minyak)",jawa
293,sayur asem yogya jawa,"(air, bawang putih, cabai merah, daun melinjo, jagung, kacang panjang, kacang tanah, labu, lengkuas, melinjo, tomat)",jawa
294,ayam bakar kalasan sedap,"(air, bawang putih, daging ayam, garam, gula, gula aren, gula jawa, gula merah, jahe, jeruk nipis, kemiri, ketumbar, lada, lemon)",jawa
295,loncom oyong,"(air, bawang putih, daging ayam, daging sapi, garam, jamur, kaldu jamur, oyong, tahu, telur, wortel)",jawa
296,terong tempe bumbu gudangan endesss,"(bawang putih, cabai hijau, cabai merah, daun jeruk, daun salam, jeruk nipis, kelapa, kencur, lengkuas, santan, tempe, terong)",jawa
297,tempe tahu bacem endunnn,"(asam, bawang putih, daun salam, garam, gula, gula merah, ketumbar, penyedap rasa, serai, tahu, tempe)",jawa
298,putri keraton,"(air, biskuit, garam, mentega, susu, telur, vanili)",jawa
299,tahu tempe bacem air kelapa,"(air, air kelapa, bawang putih, daun salam, kecap, kelapa, kemiri, ketumbar, lengkuas, serai, tahu, tempe)",jawa
300,kue awugawug ubi kuning khas yogya sekitarnya,"(garam, gula, ketan, tepung ketan, tepung terigu, ubi, vanili)",jawa
301,mie dogdog ala burjo jogja,"(air, bawang putih, cabai merah, cabe rawit, daging sapi, garam, gula, kecap, kol, lada, mie, saos, tauge, telur, wortel)",jawa
302,mie dogdog ala yogya,"(cabai merah, cabe rawit, daging ayam, daging sapi, mie, pokcoy, sawi, telur)",jawa
303,cap jaek kekiansayuran solo jogja,"(air, bawang putih, daun bawang, garam, gula, jamur, kaldu jamur, kol, merica, seledri, telur, tepung terigu, wortel)",jawa
304,gudeg telur cekcek nangka,"(air, bawang putih, daging ayam, daun jeruk, daun salam, garam, gula, gula merah, jeruk nipis, kecap, kelapa, nangka, penyedap rasa, santan, serai, telur)",jawa
305,mangut lele khas yogyakarta,"(bawang putih, cabai merah, cabe rawit, daun jeruk, daun salam, garam, ikan, jeruk nipis, kencur, kunyit, lengkuas, serai)",jawa
306,tempoyak ikan mujair,"(air, cabai merah, garam, gula, ikan, kunyit, penyedap rasa, serai, tempoyak)",kalimantan
307,seruit tempoyak lampung,"(beras, cabai merah, cabe rawit, durian, garam, ikan, jeruk nipis, kangkung, pete, rampai, telur, tempoyak, terasi, terong, timun, tomat)",kalimantan
308,tempoyak ayam,"(bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, durian, garam, jeruk nipis, serai)",kalimantan
309,tempoyak,"(air, cabai merah, garam, gula, minyak, penyedap rasa, serai, tempoyak, udang)",kalimantan
310,pepes ikan tempoyak ikan nila,"(bawang putih, cabai merah, ikan, kemangi, serai, tempoyak)",kalimantan
311,sambel tempoyak khas sumatera,"(bawang putih, cabai merah, cabe rawit, durian, ikan, kunyit, pete, serai, tempoyak)",kalimantan
312,sambal tempoyak,"(air, bawang putih, cabai merah, cabe rawit, daun salam, garam, gula, ikan, lengkuas, minyak, pete, serai, tempoyak, terasi)",kalimantan
313,sambal tempoyak,"(cabai merah, cabe rawit, garam, gula, kunyit, penyedap rasa, serai, tempoyak)",kalimantan
314,ikan patin masak tempoyak,"(air, cabai merah, cabe rawit, durian, garam, gula, ikan, kunyit, penyedap rasa, serai, tempoyak, terasi)",kalimantan
315,pindang patin tempoyak,"(air, cabai merah, garam, gula, ikan, kemangi, kunyit, penyedap rasa, serai, tempoyak)",kalimantan
316,brengkes tempoyak,"(bawang putih, cabai merah, daun kemangi, daun pisang, garam, gula, ikan, jeruk nipis, jeruk songkit, kemangi, kunci, kunyit, lengkuas, pisang, serai, teh, tempoyak)",kalimantan
317,pepes tempoyak ikan nila khas jambi,"(garam, gula, ikan, jeruk nipis)",kalimantan
318,sambal tempoyak udang,"(air, bawang putih, cabai merah, garam, gula, minyak, tempoyak, udang)",kalimantan
319,ikan dencis pake sambel tempoyak,"(bawang putih, cabai merah, cabe rawit, ikan, tempoyak)",kalimantan
